Rec,Sent,User_ID,Rec_Lang,Sent_Lang
"Perdoneme. Por  no poder ahora darte mi cielo pero pronto...., Mi [NAME, 5]ITO  donde esta.Si puede llÂ’Âmeme., (1/6) HOLA [NAME, 8]  GALO SCANS DE LLEGAR VOY A CONVERSATION CON EL  , (2/6) O LE LLAMO.HOY NO CREO PORQUE EL S [PLACE, 2]NOCHE EL TIENE MAÂ’Â«ANA  CL, (3/6) SES Y REGRESA A LAS 6PM. PERO HOY VOY A CONVERSAR.  QIE MI DIOS, (5/6) AGINO LA PERSONA QUR CUIDA...............LLAMEME   maÂ–ana  DESPU, (4/6) LE BENDIGA. HA TRATE DE HABLAR CON FULBITA PERO NO PUDIMOS ME I, (6/6) S DE CLASES","Pa llamame cuando vras el mensaje, Lee, Pa puedes venirme a ver con el carro  maÂ–ana porfa esq me.dieron la.direccion de una agencia super buena donde no se paga nada :) please please, [PLACE, 31] [PLACE, 2] [NUMBER, 5] porfa pa porfa porfa",U01,spanish,spanish
Ok.ok.ok.ok......ok. me esperas,Pero salgo a las 12 veras,U01,bilingual,spanish
"Ok. Tengo cosas que hacer.Me esperas, Yo te llamo antes",Ash como que me.esperas pero no te demoras,U01,spanish,spanish
"Vaya a dormir mi [NAME, 5]ito","Pa me olvide las llaves de la casa asi. Deley tienes q irme a ver porfa, Ok pa no no me.olvide las.llaves si no.puedes venir me.avisas no mas, :)",U01,spanish,spanish
Espero hasta las doce.Contesteme,"[NUMBER, 3] y [PLACE, 5]",U01,spanish,english
"Si voy, Hijita estoy parqueo en [PLACE, 6] Av. Cetca de donde me dio la direcciÂ—n, Que paso envieme","Ya te mande, Pa[WEB]om en.una entrevista",U01,spanish,spanish
Si si tranquila que no tengo apuro,Pa mandame la direcciÂ—n q quieres q te mande esa cosa,U01,spanish,spanish
"Mi princesa es [PLACE, 4] [PLACE, 26] [PLACE, 6] -[PLACE, 8]   Gracias gracias.Que mi Dios La Bendiga, Estoy trabajando., Donde esta mi hijita que no contesta.....","Pa dile a [NAME, 7] que no voy a.poder ir porque me duele la garganta y la cabeza gracias, Pa hoy tampoco voy a ir porq no me acorde que tengo una cita medica",U01,spanish,spanish
"(1/2)[WEB]o esta DISCULPAS  por no llamarle  estaba preocupado. Por el pago de  la primera  Letra del carro acabo de hacerlo.Estoy  poniendo  to, (2/2) do mi esfuerzo .No he sabido nada de usted puede llamarme cuando este libre.","[PLACE, 4] asi se llama la u por si ora pa",U01,spanish,bilingual
"ESTOY FRENTE AL COLLEGE. [PLACE, 10] Frente a [PLACE, 6]",Entra y esperqme voy a entrar a dar otra prueba,U01,bilingual,spanish
"Estoy con el carro cuanto piensas que te demores, Me dices es por el parqueo",Solo entra para so estas con el carro parque en cuakquier lado depsues te ecribo,U01,spanish,spanish
"Ya acaba?, No me dejan pasar no se donde estas, Mi [NAME, 5]ITO  como esta y como le fue en su primer  dia de trabajo?","Tu[WEB]pletamente [NAME, 5] ",U01,spanish,spanish
"(1/3) HOLA MI PRINCESA  QUE PENA  TRANQUILA  NO QUEDA mas QUE VER EM B, (3/3) OS.YA VEO COMO NOS VEMOS  MAÂ’Â«ANA.",Manana trabajo el miercoles mejor que te parece,U01,spanish,spanish
"(2/3) EST BUY SI PUEDE  MIRE YO VOY HACERLO mas TARDE Y  maÂ–ana COMPRA, (1/3) Hijita que es de usted. envÂ’ame un mensaje he estado trabajando, (2/3) para sacar el pago del carro mi falta de experiencia  me pesa b, (3/3) eno pero usted es ganadora envÂ’ame un mensaje","Estoy bien :), Hola como estaa",U01,spanish,spanish
"Bien more y tu, [IMAGE[ (archivo adjuntado)",Bien y k haces,U03,spanish,bilingual
"Aki con estos loco, Bebiendo",More,U03,spanish,other
Siii,"Te cortaste el pelo, ?",U03,other,bilingual
Y horita voy a dar una buelta en UN yumbo con UN enamorado k tengo,Diablo no estas fÂ‡cill more,U03,spanish,bilingual
Sii,Oye te habÂ’ orita que este cel se esta apagando y no tengo cargador donde estoy,U03,other,spanish
Ok,Besos te quiero mucho,U03,other,spanish
Yo tambien more,Klk more como estas,U03,spanish,spanish
Bien more y tu,Bien y k haces,U03,bilingual,bilingual
Aki viendo la novela y tu,"Aki en clases more, Y cm t va",U03,spanish,bilingual
klk,Cm estas,U03,other,spanish
Bien y tu,Bien y k haces,U03,bilingual,bilingual
Aki dik por poner una pelÂ’cula,"Oye eso tan tarde, Tehablo  maÂ–ana, Te cuida duerme bien",U03,bilingual,spanish
Igual,"[EMO, 8][EMO, 8][EMO, 8][EMO, 8], Besos y tambien. Se cuidan los dos",U03,other,spanish
Igual me le das saludo a maa,"Yo no estoy en la casa, Estoy donde tÂ’a",U03,spanish,spanish
Ah OK,Dime aver,U03,bilingual,bilingual
En que estas,"Na aki en casa, No con tÂ’a, Digo, Enviando una baina y tu",U03,spanish,spanish
Aki haciendo algo,Haciendo que,U03,spanish,spanish
Si,Si que,U03,other,bilingual
Estoy ayudando aki en la casa,"Oye, K bien",U03,spanish,bilingual
Si,Y como te va en todo,U03,other,spanish
Bien,Me alegrÂŽ,U03,other,bilingual
Si,"Te hablo luego, Cuidate",U03,other,spanish
OK,"Cuidate, Oye entra a facebook y si tienes twitter tambien entra ahÂ’ y apoya a las dos dominicanas osea yo apoyo a francisca la chapel aunque no es linda es omg todo tiene. Todo para ser reina y la otra es [NAME, 8] molina esa tambien tiene talento son las dos dominicanas asÂ’ que ya sabes entra a nuestra belleza latina y apoya a esas mujeres puedes votar por las dos cuantas veces quieras solo tienes que poner antes de poner el nombre #NBL si vas a votar por francisca pones #NBLfrancisca y si es por [NAME, 8] #NBL[NAME, 8]",U03,other,spanish
Hey,Hola,U03,other,other
"En que estas, Mira esto pero borra la de una vez","El que M, ?",U03,spanish,spanish
<Archivo omitido>,"Estas loco Papi te matara, Pero okay no se lo enseÂ–arÂŽ",U03,spanish,spanish
Me lo quito y ya jajaj,Oye eso estas loco y quien te hizo eso,U03,bilingual,spanish
"En bonao, Tengo mucho con eso y nadie sabia",Oye eso y quien te lo a visto ?,U03,spanish,spanish
Casi nadie me lo quito para comer y cosas a si,"Okay, Omg si que stas loco y te dolÂ’a?",U03,spanish,bilingual
Un poco ni mucho,Okay,U03,spanish,other
OK,"No te lo dejes ver, Y tienes que comprar un arete bacana, Bacamo, Bacano, [NAME, 9] mÂ‡ndame fotos de [NAME, 8] porque el ni se tira, Y tambien vÂ’deos de cuando juegan pelotas que nadamss no es Papi, [EMO, 34][EMO, 34][EMO, 34][EMO, 34]",U03,other,spanish
Klk,Cm estas,U03,other,spanish
Bien y tu,Bien y k haces,U03,bilingual,bilingual
Estaba haciendo la cena,Que hiciste de comer,U03,spanish,bilingual
Fritos,"Okay, Y como les va",U03,other,bilingual
Bien gracias a dios,Me alegro,U03,spanish,bilingual
Si,"Ya, Bueno manito te habÂ’  maÂ–ana dejame baÂ–arme pa acostarme bye cuidate y duerme bien",U03,other,spanish
OK,"Buenas noches, Este",U03,other,spanish
"Este, Lol hi","Se me pierce, Pierde",U14,bilingual,bilingual
"Voss, No mehablas","Si le ha lo, Hablo, Ud no responde, Aver cuando la veo",U14,bilingual,spanish
"No mentiras, Y pus cuando kiera",Si le dijo no va  poder,U14,spanish,spanish
"Cuando, Depebds","Pense hoy pero Es tarde, Es mejor cuando pueda ud",U14,bilingual,spanish
"Hoy?, Up to yu, claro para chill, Cuz im on my perido","La otra semana, El sabado, Entonces",U14,spanish,spanish
Bueno,Bueno y que hace,U14,other,spanish
Asiendo brownies hbu,Escuchando musica,U14,bilingual,spanish
Que cabcion,Cositas que haciamos,U14,spanish,spanish
Hayyy,Hahaha??,U14,other,other
Bonita cancion,Es muy buena,U14,spanish,spanish
Siii ?,Subsidies,U14,spanish,other
"Que, Lol tell me a good sobg","Sisis, Me equivoque, Lejos de aquÂ’ d farru",U14,bilingual,spanish
Omg ???,??,U14,bilingual,other
Gmmm ?,Gm?,U14,bilingual,other
Gmmmmmm ?,???,U14,spanish,other
? k ase,"Pa la school, Y ud, ?",U14,bilingual,english
Class bored,Ah Bueno ?,U14,english,spanish
Yh,Ya,U14,other,other
Que mas,En lunch y ud,U14,bilingual,english
Class,Ah bueno,U14,other,spanish
yh aburrida,Ya,U14,spanish,other
Yah,Ya pa la casa,U14,other,spanish
Chevre,"Sodas, Sisas",U14,other,bilingual
Lol sodas,Me equivoque,U14,spanish,spanish
De k,"Sodas, Eso",U14,bilingual,spanish
Huh,Haha,U14,other,other
Hehe,"Haha, Hey",U14,other,english
Hi,"Que have, Hace",U14,other,bilingual
Nada t ustd,Trabajando,U14,bilingual,other
Ayee,"At, Ay, Que hace",U14,other,bilingual
Nada y ustd,Escuchando m?sica y Ud,U14,bilingual,spanish
"Banco, Que mas",aquÂ’ en mi casa,U14,spanish,spanish
Im peresosa,Haga le creo,U14,spanish,bilingual
Que lol,Nada jaja,U14,bilingual,spanish
Lol,Aver si nos vemos,U14,other,spanish
Cuando,Hoy,U14,other,other
"Hoy?, k oras","Sisas, Nose aquÂ’ horas puede",U14,spanish,spanish
Sisas ahi le digo,Como aquÂ’ horas,U14,bilingual,spanish
Esta.noche,En la noche,U14,other,bilingual
Ueno,Me avisa,U14,other,bilingual
Buebo,"Bueno, ?",U14,other,spanish
"? im on my period thou, No kiero pichar eh","Jajajaja, Toda la semana tiene periodo",U14,bilingual,spanish
Lmao el periodo viene toda la semanana,Pero solo dura como 3 d?as,U14,spanish,spanish
"No dura mas te informaron mal, Hay esk no kiero pishar tampoko",Sii me imagino,U14,spanish,bilingual
Lmao tonces we.put or not anymore,Nose,U14,bilingual,other
"Relly solo keriaa pichaarzm, ?","No, Tampoco, Si no quiere pichar no hay problema",U14,bilingual,spanish
Lol no kiero pichar,Yo se,U14,bilingual,bilingual
Bueno de una,Bueno pues,U14,spanish,spanish
Bueno me avisas,aquÂ’ horas puede ?,U14,spanish,spanish
Rn,Pues venga ya,U14,other,spanish
Ueno espere,Bueno,U14,spanish,other
Bueno,"??, Se durmi?",U14,other,spanish
Nou,Ah bueno,U14,other,spanish
Omw,Ah,U14,other,other
Esoty aki,Hey,U14,english,other
Hii,Entonces,U14,other,other
Tk es k,Ah?,U14,bilingual,other
Ah k,"No entendi, ?, Hey",U14,bilingual,bilingual
"Ya [NAME, 5] apurate",?Prueba[WEB]/dl/,U14,bilingual,other
"Oiga, [NAME, 5] ya esta listo, Pa que vamos al cole, ??","Ha, Ready",U14,spanish,english
"Pero espere, Yo Le digo cuando nos vemos","Me dice, Para salir",U14,spanish,spanish
Bueno,Bueno,U14,other,other
"[NAME, 5] nos va a esperar un momento mas o se quiere ir","Me avisa, Care pipi",U14,spanish,bilingual
.l.,Jajaja,U14,other,other
Salga,"Ya me vine, Para la escuela",U14,other,spanish
Donde Esta Ud,"En la [NUMBER, 2]",U14,spanish,bilingual
"En el tren, Okay nos Vemos aya",En la escuela,U14,spanish,spanish
"[NAME, 5] digale a sebas qe se venga, Ya",?,U14,bilingual,other
"Ola, [NAME, 3], [NAME, 3]","Hola, Que ase lindos, Ll?mame bajo paya bamo, Invetados un cosinao",U09,bilingual,spanish
Ok,Pero dime tu me van a dar la cosa ll?mame estoy en mi casa,U09,other,spanish
Espera dejame terminal. De hacer un trabajo con el papa mio,"Pero donde tu esta dame dato loco, Para yo saber los, Klk porque tu nada mas dice si pero dime bamo a cosina y eso.",U09,spanish,spanish
"Si, Y kiero k me dejes hacerte el amor","No puedos lindos tengo la metruacion, Loco yo no puedos, Pero dime bajo paya d?jame saber si oh no, Que me dijiste dime r?pidos para yo sabe, Porque voy a salir, Que me dijiste",U09,spanish,spanish
"Dime, Olle k hace ?","Trabajados, Y tu",U09,bilingual,spanish
"tambien, Y a que hora sale","Ya sal?, Ahora mismo",U09,spanish,spanish
"Ya, Ven pa. Donde mi","A esta hora, Dime",U09,bilingual,bilingual
Cuando. Tu esta libre,"Ok, Pero dime, Tu me van a compras la cosa more",U09,spanish,spanish
Si,Ok,U09,other,other
Cuando tu. Esta libre,"Ma?[NAME, 3] pero de verdad me lo van a compre , Compra",U09,spanish,spanish
"[NAME, 3] , K hace, ?",Nada a salir,U09,bilingual,spanish
"Para donde ?, Ven pa mi casa para k nos tomems unas cuantas corona, Oh lo.k kieras ,",Como,U09,spanish,other
"Que venga pa ka pera j agamos algo. Y nos tomamos. Pal de servesa. Ph lo.k kieras un trago lo k sea, ?, ?",Bueno mas tarde te dejo saber,U09,spanish,spanish
"Por q mas tarde, Es a ora para yo compral algo",No mas tarde,U09,spanish,bilingual
"Quiero verte, Baby","El que yo estoy entre [PLACE, 7] ahora , No puedos",U09,spanish,spanish
Mas tarde,Boy aquÂ’dame,U09,bilingual,bilingual
"Ma?na, Te puedo ver ?, Baby","No se, No es seguro",U09,bilingual,spanish
Nena cuando me dejaras hacerte el amor eh ?,Nunca olvidate de eso,U09,spanish,spanish
"Y cuando te puedo compral el vuelo, ?, ?, ?",No gracias ya yo no voy olvida eso,U09,spanish,spanish
"Ok, Ya. Tu tienes novio?",Porque lo dice,U09,spanish,spanish
Por lo k me dijiste,Que fue que dije,U09,bilingual,spanish
Que nunca te are el amor,No ya no yo te di tu tiempo,U09,spanish,spanish
"Mi tiempo ?, De que si nisi quera te toque y siempre me. Esquivava, Pero ok si ya usted tiene. Otro me aparto","Si, Ok, Entose",U09,spanish,bilingual
"Nada quisa a ese tu no se la pone de cuadrito como. Me la puciste a mi, Que apuesto k ese q es a ora tu novio si se le ase mas facil hacertelo",Oye ahora,U09,spanish,spanish
Good morning,Good morning,U09,english,english
How are u,Good end you,U09,english,english
"Good, I miss u",Ok,U09,english,other
Where are you,Hi,U09,english,other
Hello babe,Hello,U09,bilingual,other
What you doing,In my home,U09,english,bilingual
Can i see you,Yes late,U09,english,bilingual
Where,4;00pm,U09,other,other
"Where and what time, Hey","Ok en [NUMBER, 3] ",U09,english,english
Why not now please,Now no beucase,U09,english,english
Why,"A have problema, In my home",U09,other,bilingual
"Problem what u need, Can I help you",No ok,U09,english,bilingual
"But u will come, Hey babe you are coming, Where are you now",Yes,U09,english,other
What you doing,because to go paya this lejo you can come see me,U09,english,english
"Where, What street","you can come see me, [PLACE, 22]",U09,english,english
In your home,"[PLACE, 2]",U09,english,bilingual
What,Ok,U09,other,other
"Explain to me, Which train I can take","The [NAME, 2] train [NAME, 2] trein , [NUMBER, 1], Hey you see me yes, On no",U09,english,english
"Yes, I'm coming babe",Ok,U09,bilingual,other
Love you,"You love me no the no truer, A no love you, Sorry",U09,english,english
"
Why ",You is my Frend only,U09,other,english
"Ok but I love you, Why you don't love me",No,U09,english,other
"Why, No",No,U09,english,other
"But when I come you give kiss, You give kiss","No, You come",U09,english,bilingual
"Yes, I'm coming",What time,U09,english,english
"Now, I'm in [PLACE, 2]","Ok, End train",U09,english,english
Yea,A work,U09,other,english
Where are you ?,"Call me, Call me, A me number",U09,english,english
"Wait, Tell me where are you please",You have,U09,english,english
"[EMO, 116], Have what",?,U09,english,other
Hello babe,Hi,U09,bilingual,other
"Yeah babe I miss u, Hey",Ok,U09,english,other
Hello babe,Hi,U09,bilingual,other
"How ar u babe, Why u don't answer me",Nothing,U09,english,other
Ok cool why you take time to answer me,"Ok, No",U09,english,bilingual
No what,Ok,U09,english,other
"Hey, Can I see u today?",No a good work,U09,english,english
What time,"[NUMBER, 5]",U09,english,english
"What time u star work, Good morning",Hi,U09,english,other
Hello babe,In good end you,U09,bilingual,english
Good babe,Ok,U09,bilingual,other
What u doin,"Nice, In got to [PLACE, 10] now ",U09,english,english
"When u come back, For what",Yiah more,U09,english,bilingual
Hey I want to see you today in th night," No because I still en [PLACE, 10] ",U09,english,english
"When you come back babe, Answer me, You take Tim",Hi,U09,english,other
"Babe, What u doin",home end you,U09,english,english
"Home, I miss u",Ok,U09,english,other
Can I see u tomorrow,A worlk tomorrow,U09,english,english
What time,3:00 o'clock,U09,english,english
Am or pm,"Pm, Am a good school",U09,bilingual,english
Ok we can see 1:50 pm if you want,"No because, Still",U09,english,english
Because what,In the schoo sorry,U09,english,english
2:15 is good,No a worlk to long,U09,english,english
"Ok you don't want to see me anymore, Right",whens have free day,U09,english,english
When you have it,whens not. I say bye talk tomorrow morning,U09,english,english
"You don't want it, It's ok",yes but I have class tomorrow,U09,english,english
Ok I would give you something when u come in my house but no problem,Ok,U09,english,other
Why you no love me,Hi,U09,english,other
"Yea babe, Where are u, I'm in [PLACE, 8]","Me a god worlk end [PLACE, 8] ",U09,english,english
"Me too I work in [PLACE, 8], Can I see u before u star working",Ok can end mc Donald's,U09,english,bilingual
"Where in downstairs, sent me th adresse","No, Later, Beucase a worlk",U09,english,english
"Ok sent me the address why not now, Me too I star work 3:00",Ok,U09,english,other
"What time babe?, Hey talk to me",Later,U09,english,other
"What time?, Hey, Klk","Km2, ??",U09,english,bilingual
"[NAME, 3]aaa",Hola,U09,bilingual,other
Donde estas metia loca,"En mi casa mala de la metruacion, Loca, Loca esta en brey ya, Yo voy ahora para la escuela",U09,spanish,spanish
Todavia,Ok me levante tarde,U09,other,bilingual
"A las 10:28 bajamis, Hahaha ok",Si yo voy hoy a esa hora porque ya esta tarde y me levante tarde,U09,bilingual,spanish
"Ph ok, Oh ok*",Ya,U09,english,other
Por donde vienes?,aquÂ’ y tu,U09,spanish,bilingual
Estoy en la bodega,"Toy aquÂ’ ya, Ok boy paya esp?rame ahora, Esp?rame hay",U09,spanish,spanish
"Ok, Tato",Ok,U09,bilingual,other
Y donde Esque tu estas loca jajaja,"aquÂ’ ya, En la bodega",U09,spanish,spanish
Levantatee,"Loca no fuy hoy porque ten?a que aser algo y me sent?a cansada, Pero tu vera ya no voy a falta de lune para lante",U09,other,spanish
Ah ok,Tu vera,U09,bilingual,bilingual
Cuando lo vea te creo,"tu vera  si yo voy esta sem[NAME, 3] que bien Boy air todos lo dÂ’as",U09,spanish,spanish
"Solo por esa sem[NAME, 3] hahaha","No, Por todos",U09,bilingual,spanish
Entonces no digas que no faltaras mas buena loca ?,[IMAGE],U09,spanish,other
"Vas para la escuela ma?[NAME, 3]?",Claro,U09,spanish,other
Temprano?,Si,U09,other,other
Jajaja ya vere si es verdad,Si,U09,spanish,other
Jajaja,"Tu vera, U?ya",U09,other,bilingual
"Por donde vienes, [NAME, 5] jajaja dike q bebias",Jajajaj estaba lloviendo a,U09,spanish,spanish
Buuuah,Si poreso fue mami,U09,other,spanish
"Y como no! [NAME, 8]",Jajajajajaj,U09,bilingual,other
Me dejaron sola hoy,Nadie fue hoy,U09,spanish,spanish
Claro que si,"Que no, Quiene, Fuero, Paya, Hoy",U09,spanish,spanish
Casi todos jajaja,"Ya, Y [NAME, 5] y [NAME, 7] ",U09,spanish,bilingual
"[NAME, 7] fue, [NAME, 5] no fue","Ok, Que ase",U09,bilingual,bilingual
En classes,"Ok, Cual",U09,english,bilingual
